_id,company_id,company_name,company_type,business_type_id,business_category,business_type,registered_capital,total_income,net_profit,total_assets,equity,liability,total_expense,debt_ratio,equity_ratio,debt_to_income_ratio,debt_to_equity_ratio,roa,roe,profit_margin,district
64b75d12aa2d4f22592dbfd3,1.06E+11,ถิ่นทอง พาวิลเลี่ยน จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,8000000,4057066.35,-464155.14,14562581.71,-4658749.37,19221331.08,4521221.49,1.319912325,-0.319912325,4.737741368,-4.125856438,-3.18731355,9.963084578,-11.44065933,เขตดินแดง
64b75d12aa2d4f22592dbfd4,1.06E+11,ทรงวาด พร็อพเพอร์ตี้ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,284909.29,-688891.96,3493615.91,3426665.91,66950,973801.25,0.019163526,0.980836474,0.234987073,0.019537942,-19.71859465,-20.10385541,-241.7934354,เขตสัมพันธวงศ์
64b75d12aa2d4f22592dbfd5,1.06E+11,ทองฤทธิ์ ทัวร์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,2052168.61,-103515.06,10536705.18,7723116.63,2813588.55,2155683.67,0.267027358,0.732972642,1.371031862,0.364307401,-0.982423426,-1.340327551,-5.044179094,เขตหนองจอก
64b75d12aa2d4f22592dbfd6,1.04E+11,นิศา - บัณฑร,ห้างหุ้นส่วนจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,374900,-56483.87,1998338.65,1981835.89,16502.76,431383.87,0.00825824,0.99174176,0.044019098,0.008327006,-2.826541437,-2.850078066,-15.06638304,เขตบางกะปิ
64b75d12aa2d4f22592dbfd7,1.06E+11,บลูไมเนอร์ กรุ๊ป  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,637926,124146.97,5884856.28,5748291.78,136564.5,513779.03,0.023206089,0.976793911,0.214075771,0.023757406,2.109600712,2.159719352,19.46102996,เขตบางรัก
64b75d12aa2d4f22592dbfd8,1.06E+11,พาวิทย์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1500000,5944161.19,1184830.09,209551062.5,39828286.19,169722776.3,4759331.1,0.809935174,0.190064826,28.55285563,4.261362779,0.565413544,2.974845778,19.93267094,เขตบางกะปิ
64b75d12aa2d4f22592dbfd9,1.06E+11,มั่นคงจริงใจ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,691707.09,-971096.27,5877584.33,2804746.65,3072837.68,1662803.36,0.522806226,0.477193774,4.442397258,1.095584758,-16.5220304,-34.62331509,-140.3912558,เขตสาทร
64b75d12aa2d4f22592dbfda,1.06E+11,ม่วนใจ๋ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,200000000,27936670.43,-10476595.36,228633340.9,139597791.3,89035549.6,38413265.79,0.389425047,0.610574953,3.187049431,0.637800561,-4.582269287,-7.504843209,-37.50123117,เขตห้วยขวาง
64b75d12aa2d4f22592dbfdb,1.06E+11,ยี.เอ็ม เรสซิเด้นท์  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,100000000,477086.61,-4684482.44,335459503.2,83299276.66,252160226.5,5161569.05,0.751686043,0.248313957,528.5418229,3.027159858,-1.396437542,-5.623677213,-981.8935057,เขตคลองเตย
64b75d12aa2d4f22592dbfdc,1.06E+11,ยี.เอ็ม.เทาเวอร์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,150000000,23716929.15,-7541300.06,98116641.71,92045010.21,6071631.5,31258229.21,0.06188177,0.93811823,0.256004117,0.065963722,-7.686056033,-8.1930569,-31.79711847,เขตคลองเตย
64b75d12aa2d4f22592dbfdd,1.06E+11,ระยอง ซีวิว จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,46000000,1344855.49,936798.3,124009812.4,-25577291.17,149587103.6,408057.19,1.206252156,-0.206252156,111.2291281,-5.848434167,0.755422722,-3.662617334,69.65791544,เขตบางรัก
64b75d12aa2d4f22592dbfde,1.26E+11,รัชดาไท ลอว์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,10000000,27210174.02,7848148.16,130305973,1638941.86,128667031.1,19362025.86,0.987422358,0.012577642,4.728636834,78.50615954,6.022861408,478.85458,28.84269742,เขตจตุจักร
64b75d12aa2d4f22592dbfdf,1.06E+11,ลา เอ นาตู จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,16167398.23,387471.92,46601005.28,-2538972.9,49139978.18,15779926.31,1.054483222,-0.054483222,3.03944874,-19.35427439,0.83146687,-15.26097108,2.396625075,เขตราษฎร์บูรณะ
64b75d12aa2d4f22592dbfe0,1.06E+11,ลิฟวิ่ง เดอะดรีม 1314 จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,677277.71,-312093.96,11424642.5,-3044493.08,14469135.58,989371.67,1.266484757,-0.266484757,21.36366717,-4.752559851,-2.731761278,10.2510977,-46.08064837,เขตสาทร
64b75d12aa2d4f22592dbfe1,1.06E+11,ลีโอ ดีเวลลอปเม้นท์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,141509.6,-2203766.15,2117904.21,-32246243.58,34364147.79,2345275.75,16.22554393,-15.22554393,242.8396928,-1.065679099,-104.0540993,6.834179443,-1557.326252,เขตบางรัก
64b75d12aa2d4f22592dbfe2,1.04E+11,ว.รุ่งโรจน์ 2019,ห้างหุ้นส่วนจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,2676897.37,-3970209.8,19720398.94,1029790.2,18690608.74,6647107.17,0.947780458,0.052219542,6.982191006,18.14991902,-20.13250245,-385.5357917,-148.3138593,เขตวังทองหลาง
64b75d12aa2d4f22592dbfe3,1.06E+11,วรรณศิริเพลส จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,3983229.96,50772.47,17238960.08,3500960.08,13738000,3932457.49,0.79691582,0.20308418,3.448959798,3.924066452,0.294521652,1.450244186,1.274655757,เขตคลองสาน
64b75d12aa2d4f22592dbfe4,1.06E+11,วอล์คแคมป์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,263173.82,-95784.6,789297.12,596697.12,192600,358958.42,0.244014573,0.755985427,0.731835712,0.322776822,-12.13543006,-16.05246561,-36.39594546,เขตคลองสามวา
64b75d12aa2d4f22592dbfe5,1.04E+11,วีเค อพาร์ทเม้นต์,ห้างหุ้นส่วนจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,500000,856540,278271.66,1200956.14,1166956.14,34000,578268.34,0.028310776,0.971689224,0.039694585,0.029135628,23.17084286,23.84593992,32.48787681,เขตมีนบุรี
64b75d12aa2d4f22592dbfe6,1.06E+11,ศิรศิลา พร็อบเพอตี้ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,50000000,683952.38,-5995063.12,20457895.39,-2191379.57,22649274.96,6679015.5,1.107116569,-0.107116569,33.11528057,-10.33562386,-29.30439816,273.5748385,-876.5322404,เขตบางกะปิ
64b75d12aa2d4f22592dbfe7,1.06E+11,สกาย360  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,365063.09,122084.8,4963661.85,1122084.8,3841577.05,242978.29,0.77394012,0.22605988,10.52304973,3.42360671,2.459571254,10.8801759,33.44210997,เขตภาษีเจริญ
64b75d12aa2d4f22592dbfe8,1.06E+11,สยาม โมเม้นท์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,1635744.51,-1652751.01,35678671.59,3199340.45,32479331.14,3288495.52,0.910329048,0.089670952,19.85599276,10.15188338,-4.632322159,-51.65911649,-101.0396795,เขตราษฎร์บูรณะ
64b75d12aa2d4f22592dbfe9,1.06E+11,สวนวังแก้ว จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,8869973.1,-407862.14,37130973.06,19619686.66,17511286.4,9277835.24,0.471608605,0.528391395,1.974220914,0.892536497,-1.09844183,-2.078841253,-4.598234238,เขตวัฒนา
64b75d12aa2d4f22592dbfea,1.06E+11,สินทรัพย์วิไล จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,15000000,7315743.38,-5641807.73,79579078.91,2223484.06,77355594.85,12957551.11,0.97205944,0.02794056,10.57385297,34.79026283,-7.089561487,-253.737269,-77.11872105,เขตคลองเตย
64b75d12aa2d4f22592dbfeb,1.26E+11,สุจิราภรณ์แอนด์พีรพงศ์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,92000000,11830284.81,-1144092.49,115740180.5,110860024.1,4880156.4,12974377.3,0.042164755,0.957835245,0.412513856,0.044020885,-0.988500696,-1.032015372,-9.670878668,เขตจตุจักร
64b75d12aa2d4f22592dbfec,1.06E+11,สุเพลส จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,803009.69,-2852961.16,18945218.37,-1497191.64,20442410.01,3655970.85,1.079027415,-0.079027415,25.45723951,-13.6538366,-15.05900383,190.5541738,-355.2835284,เขตวัฒนา
64b75d12aa2d4f22592dbfed,1.06E+11,อรุณ ริเวอร์ไซด์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,8733550.13,-386469.87,14480375.4,1426667.9,13053707.5,9120020,0.901475766,0.098524234,1.494662228,9.149787067,-2.668921622,-27.08898616,-4.42511767,เขตพระนคร
64b75d12aa2d4f22592dbfee,1.06E+11,อลีนตา  รีสอร์ท  พังงา  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,80000000,23785571.57,-13676894.89,406922857.6,-43480628.96,450403486.6,37462466.46,1.106852265,-0.106852265,18.93599593,-10.35871599,-3.361053486,31.45514501,-57.50080401,เขตวังทองหลาง
64b75d12aa2d4f22592dbfef,1.06E+11,อลีนตา จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,50000000,8584208.93,-4700032.4,80018940.83,34498344.33,45520596.5,13284241.33,0.56887277,0.43112723,5.302829518,1.319500903,-5.873649852,-13.62393614,-54.7520737,เขตวังทองหลาง
64b75d12aa2d4f22592dbff0,7.36E+11,อินเตอร์แคร์  เนอร์สซิ่งโฮม จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,2309456.94,-3532714.09,4262295.64,-2551063.31,6813358.95,5842171.03,1.598518621,-0.598518621,2.950199604,-2.670791792,-82.88289664,138.4800634,-152.9673071,เขตทวีวัฒนา
64b75d12aa2d4f22592dbff1,1.06E+11,อ๊อด เฟลโลส์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,4000000,671330.26,-193010.54,2763283.87,2746071.87,17212,864340.8,0.006228821,0.993771179,0.025638648,0.006267862,-6.984824907,-7.028604827,-28.75046032,เขตพระนคร
64b75d12aa2d4f22592dbff2,1.06E+11,เกาะแก้ว โฮลดิ้ง จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,15000000,13952868.24,-4597442.93,49756077.47,2735294.71,47020782.76,18550311.17,0.945025917,0.054974083,3.369972535,17.19038997,-9.239962561,-168.0785223,-32.94980538,เขตวัฒนา
64b75d12aa2d4f22592dbff3,1.06E+11,เขาค้อวันวาน รีสอร์ท 2511 จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,1232062.6,-3026.44,5594187.35,1339472.68,4254714.67,1235089.04,0.760559918,0.239440082,3.453326698,3.17641019,-0.054099725,-0.225942645,-0.245640116,เขตมีนบุรี
64b75d12aa2d4f22592dbff4,1.06E+11,เคเอสแอล เรียลเอสเทต จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,840000000,141373673,17017618,1957477823,1118953552,838524271,124356055,0.428369743,0.571630257,5.931261834,0.749382554,0.869364536,1.520851153,12.03733173,เขตราชเทวี
64b75d12aa2d4f22592dbff5,1.06E+11,เจ.เจ.ที อินเตอร์เทรด จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1300000,3186886.03,-280449.13,91197692.17,-1537156.98,92734849.15,3467335.16,1.016855218,-0.016855218,29.09889098,-60.32880854,-0.307517793,18.24466425,-8.800099136,เขตห้วยขวาง
64b75d12aa2d4f22592dbff6,1.06E+11,เจเอสวิเศษสุขนคร จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,415335.55,-51232.55,1638769.29,609599.29,1029170,466568.1,0.628013965,0.371986035,2.477924175,1.688272964,-3.126282041,-8.404299487,-12.33521908,เขตสวนหลวง
64b75d12aa2d4f22592dbff7,1.06E+11,เซนทรอยด์ เพลส จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,2423569.67,104569.31,6054287.98,1591869.61,4462418.37,2319000.36,0.737067412,0.262932588,1.841258547,2.80325621,1.727194186,6.568962014,4.31468141,เขตมีนบุรี
64b75d12aa2d4f22592dbff8,1.06E+11,เดย์ ทู เดย์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,510496.61,407932.44,4750372.93,4729372.93,21000,102564.17,0.004420706,0.995579294,0.041136414,0.004440335,8.58737716,8.625507991,79.908942,เขตจตุจักร
64b75d12aa2d4f22592dbff9,1.06E+11,เทพดนัย  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,479434.51,-693209.36,289936.51,-684250.3,974186.81,1172643.87,3.36000047,-2.36000047,2.031949703,-1.423728729,-239.0900546,101.309325,-144.5889575,เขตภาษีเจริญ
64b75d12aa2d4f22592dbffa,1.06E+11,เบญจสุดา จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,50000000,242833.46,-5689915.28,63996557.89,32702750.16,31293807.73,5932748.74,0.488992045,0.511007955,128.8694224,0.956916699,-8.890970808,-17.39888924,-2343.134789,เขตวัฒนา
64b75d12aa2d4f22592dbffb,1.04E+11,เพียงพอพัก,ห้างหุ้นส่วนจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,440000,281026.57,71063.21,644818.36,537718.36,107100,209963.36,0.166093286,0.833906714,0.381102755,0.199174899,11.02065549,13.21569343,25.28700756,เขตบางคอแหลม
64b75d12aa2d4f22592dbffc,1.06E+11,เอกมัย เรสซิเด้นซ์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,2000000,224627.09,-941582.82,1430536.44,1410661.05,19875.39,1166209.91,0.013893662,0.986106338,0.088481714,0.014089416,-65.8202611,-66.74763013,-419.1759863,เขตวัฒนา
64b75d12aa2d4f22592dbffd,1.04E+11,เอวาน่า เรสซิเด้นท์,ห้างหุ้นส่วนจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,26000000,89360506.07,14380519.48,203909228.8,30406584.98,173502643.8,74979986.59,0.850881762,0.149118238,1.941603192,5.706087807,7.052412274,47.29409596,16.09270148,เขตบางนา
64b75d12aa2d4f22592dbffe,1.06E+11,เอส ซี พรอสเพอริตี้ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,500000,3891343.74,-99958.61,5318167.08,87947.09,5230219.99,3991302.35,0.983462895,0.016537105,1.344065274,59.47007445,-1.879568816,-113.6576662,-2.568742745,เขตห้วยขวาง
64b75d12aa2d4f22592dbfff,1.06E+11,เอส วี แอล ดีเวลลอปเมนท์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,13736220.32,969570.17,4188933.84,3874891.87,314041.97,12766650.15,0.074969427,0.925030573,0.022862328,0.081045351,23.1459891,25.0218639,7.058493147,เขตประเวศ
64b75d12aa2d4f22592dc000,1.06E+11,แกรนด์ พีบี จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,100000000,6741690.08,-14629029.1,273567684.6,76173939.7,197393744.9,21370719.18,0.72155359,0.27844641,29.27956381,2.591355333,-5.347498964,-19.20476892,-216.9934976,เขตวัฒนา
64b75d12aa2d4f22592dc001,1.06E+11,แซนด์ ซี บีช รีสอร์ท จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,73000000,733817.34,432177.39,74132674.46,73267868.29,864806.17,301639.95,0.011665655,0.988334345,1.178503318,0.011803348,0.582978279,0.589859375,58.89440961,เขตจตุจักร
64b75d12aa2d4f22592dc002,1.06E+11,แซนด์ ริเวอร์ไซด์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5000000,665770.82,-1813996.43,8568095.51,4428095.51,4140000,2479767.25,0.483187891,0.516812109,6.21835604,0.934939183,-21.17152438,-40.9656121,-272.4655956,เขตจตุจักร
64b75d12aa2d4f22592dc003,1.06E+11,แอล. เอ็ม. อพาร์ทเมนต์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,2311901.75,83331.58,9202037.84,-7786620.26,16988658.1,2228570.17,1.846184334,-0.846184334,7.348347783,-2.181775601,0.905577454,-1.07018934,3.604460267,เขตมีนบุรี
64b75d12aa2d4f22592dc004,1.06E+11,แอล.เอ็ม.เรสซิเดนท์  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,2488482.11,-8579.63,9199193.58,-6787142.44,15986336.02,2497061.74,1.737797545,-0.737797545,6.424131383,-2.355385372,-0.093265023,0.126410048,-0.344773626,เขตมีนบุรี
64b75d12aa2d4f22592dc005,1.06E+11,แอลดีไลฟ์ มาร์เก็ตติ้ง จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1000000,1097912.74,47129.4,74676.31,-68430.69,143107,1050783.34,1.916364105,-0.916364105,0.130344603,-2.091269283,63.11158117,-68.87172992,4.292636225,เขตสวนหลวง
64b75d12aa2d4f22592dc006,1.06E+11,ไดมอนด์ แอนด์ รัสต์ เมเนจเม้นท์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,4000000,1946144.49,-1441897.28,1789324.81,-560883.12,2350207.93,3388041.77,1.313460763,-0.313460763,1.207622529,-4.190191942,-80.58331679,257.0762479,-74.08993975,เขตดอนเมือง
64b75d12aa2d4f22592dc007,1.06E+11,ไทปัน รีสอร์ท แอนด์ คอนโดมิเนียม  จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,35000000,147971.28,-5351067.07,94986734.21,-59145145.37,154131879.6,5499038.35,1.622667427,-0.622667427,1041.633752,-2.605993757,-5.633488839,9.047347904,-3616.287613,เขตวัฒนา
64b75d12aa2d4f22592dc008,1.06E+11,ไทปัน แมนเน็จเม้นท์ จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,22000000,948067.26,-1419399.72,224642.16,-25182135.74,25406777.9,2367466.98,113.0988854,-112.0988854,26.79849729,-1.008920695,-631.849213,5.636534306,-149.7150867,เขตวัฒนา
64b75d12aa2d4f22592dc009,1.06E+11,ไมมาร์ ซี จำกัด,บริษัทจำกัด,55109,ที่พักแรมและบริการด้านอาหาร,กิจกรรมที่พักแรมระยะสั้นอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,500000,1012380.93,588676.44,2054258.41,2029258.41,25000,423704.49,0.012169842,0.987830158,0.024694262,0.012319772,28.65639674,29.009437,58.14772113,เขตคลองเตย
64b75d12aa2d4f22592dc00a,1.06E+11,คริสตัล ครีก แคปิตอล จำกัด,บริษัทจำกัด,55200,ที่พักแรมและบริการด้านอาหาร,ลานตั้งค่ายพักแรม ที่จอดรถพ่วงและที่ตั้งที่พักแบบเคลื่อนที่,100000,131093.03,58912.97,568030.68,513270.68,54760,72180.06,0.096403244,0.903596756,0.417718623,0.106688346,10.37144156,11.4779535,44.93981869,เขตบางซื่อ
64b75d12aa2d4f22592dc00b,1.06E+11,ยู อาร์ วอท ยู อีท จำกัด,บริษัทจำกัด,55200,ที่พักแรมและบริการด้านอาหาร,ลานตั้งค่ายพักแรม ที่จอดรถพ่วงและที่ตั้งที่พักแบบเคลื่อนที่,1000000,1360592.01,-52800.7,775058.69,738943.69,36115,1413392.71,0.046596471,0.953403529,0.026543593,0.048873819,-6.812477646,-7.145429444,-3.880715131,เขตสะพานสูง
64b75d12aa2d4f22592dc00c,1.06E+11,369 แอสเซท จำกัด,บริษัทจำกัด,55901,ที่พักแรมและบริการด้านอาหาร,การบริการห้องพักหรือที่พักอาศัยสำหรับนักเรียน/นักศึกษา,5000000,1577258.95,-176663.37,13768001.42,662744.99,13105256.43,1753922.32,0.951863385,0.048136615,8.308880688,19.77420671,-1.283144624,-26.65631165,-11.20065732,เขตบางเขน
64b75d12aa2d4f22592dc00d,1.06E+11,55 โฮม จำกัด,บริษัทจำกัด,55901,ที่พักแรมและบริการด้านอาหาร,การบริการห้องพักหรือที่พักอาศัยสำหรับนักเรียน/นักศึกษา,1000000,1618069.15,81874.93,2476371.66,1737011.66,739360,1536194.22,0.298565846,0.701434154,0.45693968,0.425650568,3.306245638,4.713550973,5.060038998,เขตทุ่งครุ
